ID	Evidences length	Evidences list	Complete evidences
Q2FVU8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FVU9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FVV0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVV1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVV3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FVV4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVV8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FVW1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FVW6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVX1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVZ0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVZ3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVZ5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FVZ8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW00	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW04	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW05	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW40	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FW47	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FW48	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FW58	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FW60	1	PHOBIUS_TM	PHOBIUS_TM
Q2FW63	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW64	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FW65	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW74	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FW76	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW77	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW78	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW80	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW83	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW85	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FW93	1	TM	TM
Q2FWA3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWA7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWA8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWA9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWB4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWC0	1	TM	TM
Q2FWC2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWC8	1	TM	TM
Q2FWF3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWH8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWI2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWI3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWI4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWI9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWK8	1	TM	TM
Q2FWL3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWL7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWN1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWN2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWN5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWP9	1	TM	TM
Q2FWQ4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FWT5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWU8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWU9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWV1	1	TM	TM
Q2FWV3	1	GPI	GPI
Q2FWV7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWV9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWW4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWW5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWW8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWX0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWX2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWX3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FWX4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWX6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FWY5	1	TM	TM
Q2FWZ4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FX01	1	TM	TM
Q2FX03	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FX07	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FX10	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FX11	1	TM	TM
Q2FX29	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FX44	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FX48	1	TM	TM
Q2FX65	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FX72	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FX76	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FX79	1	TM	TM
Q2FX85	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FX92	1	TM	TM
Q2FX93	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FX99	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXB8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXB9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXC6	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXD7	2	SL|TM	SL|TM
Q2FXD8	3	GPI|PHOBIUS_TM|TM	GPI|PHOBIUS_TM|TM
Q2FXE0	1	GPI	GPI
Q2FXE7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXE9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXF0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXG5	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXH1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXH6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXH8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXI4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXJ3	1	TM	TM
Q2FXJ4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXK5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXK9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXL2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXL8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXN2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXN5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXN8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXP8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXR0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXR6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXS1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXS3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXS4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXS7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXT7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FXU9	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXX3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXX6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXX7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXY4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FXZ8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FY21	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FY24	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FY25	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FY36	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FY38	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FY56	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FY58	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FY62	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FY84	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FY90	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FY96	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYB6	1	TM	TM
Q2FYD6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYD9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYE0	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYF7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYG3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYG8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYH4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYI7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYI8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYI9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYJ4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYJ8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYL6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYM8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYQ3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYQ4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYT0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYT5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYT7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYU0	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYU3	1	TM	TM
Q2FYU8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYV7	1	TM	TM
Q2FYV9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYW2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FYW5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FYY2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZ00	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZ12	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZ13	1	TM	TM
Q2FZ26	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZ40	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZ76	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZ85	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZA6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZA7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZA8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZB9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZC9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZD5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZE7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZF2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZF9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZG2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZG3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZH2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZH9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZI2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZI4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZJ7	1	GPI	GPI
Q2FZL0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZM2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZM5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZM9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZN1	1	TM	TM
Q2FZN2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZN4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZN5	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q2FZP0	1	TM	TM
Q2FZP1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZP3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZQ1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZQ2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZQ8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZQ9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZR6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZR7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZR8	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q2FZS1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZS4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZT3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2FZV5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZW7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZX6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZY0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZY1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2FZZ1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G004	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G005	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G017	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G027	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G034	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G051	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G062	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G063	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G067	1	TM	TM
Q2G073	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G074	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G080	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G096	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G099	1	SL	SL
Q2G0A1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0A2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0A4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0A5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0A7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0A8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0B5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0C2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0C3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0C4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0D3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0D5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0D7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0E4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0E5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0E6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0F1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0F5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0G0	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0G7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0G8	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0G9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0H3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0H4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0H9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0I0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0I1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0I2	1	TM	TM
Q2G0J2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0J3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0J4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0J5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0L6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0R4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0R7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0U4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0U5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0U8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0V1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0V3	1	SL	SL
Q2G0V5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0V8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0V9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0W5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0Y1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0Y2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G0Y8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G0Z9	1	GPI	GPI
Q2G100	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G103	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G106	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G125	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G134	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G156	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G165	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G169	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G172	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G173	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G175	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G176	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G177	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G191	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G192	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G193	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G194	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G195	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1A4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1C3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1C5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1D2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1D5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1D6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1E2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1E3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1E7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1F3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1F6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1G3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1H7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1I0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1I4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1I9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1J1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1J6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1J8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1J9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1K5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1K8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1L1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1L7	1	TM	TM
Q2G1L9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1M2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1M3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1M4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1N5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1N6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1P0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1P2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1P3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1P4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1P8	1	TM	TM
Q2G1Q3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1Q4	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1Q5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1R0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1R2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1R5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1S7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1T0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1T5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1U7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1V0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1V3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1V5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1V6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1V8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1V9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1W5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1W6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1X2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G1X3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1X4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G1Y2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
